time,motor_spikes,food_signal,spike_signal,agent_pos_x,agent_pos_y,agent_dir,food_got,spike_hit,is_contacting_wall,food_signal_grad,reward,episode,moving_speed,turning_speed
0.6797910000022966,[0. 0.],0.06076238,0.0,400.0,300.0,0.0,0.0,0.0,0.0,0.06076238,-0.43923762189949195,0,0.0,0.0
0.7939619199896697,[0. 0.],0.06076238,0.0,400.0,300.0,0.0,0.0,0.0,0.0,0.0,-0.43923762189949195,0,0.0,0.0
0.895671873993706,[0. 3.],0.06076238,0.0,400.0,300.0,0.1875,0.0,0.0,0.0,0.0,-0.43923762189949195,0,0.0,0.375
0.9972148829838261,[3. 4.],0.06210181,0.0,402.58652,301.51984,0.53125,0.0,0.0,0.0,0.0013394336,-0.4378981882859383,0,0.375,0.6875
1.1034804490045644,[0. 4.],0.0626101,0.0,403.45523,302.74268,0.953125,0.0,0.0,0.0,0.0005082889,-0.43738989938054534,0,0.1875,0.84375
1.2048807039973326,[2. 2.],0.063173816,0.0,404.2198,305.38425,1.2890625,0.0,0.0,0.0,0.0005637168,-0.43682618257696115,0,0.34375,0.671875
1.3080124359985348,[2. 0.],0.0636091,0.0,404.6029,308.73746,1.4570312,0.0,0.0,0.0,0.0004352808,-0.43639090180209117,0,0.421875,0.3359375
1.410481205995893,[0. 5.],0.063486814,0.0,404.13217,310.35794,1.8535156,0.0,0.0,0.0,-0.00012228652,-0.4365131883339123,0,0.2109375,0.79296875
1.5143384200055152,[0. 3.],0.06326766,0.0,403.60922,311.0201,2.2392578,0.0,0.0,0.0,-0.00021914713,-0.4367323354683698,0,0.10546875,0.771484375
1.6160479160025716,[0. 2.],0.0631051,0.0,403.2574,311.25287,2.557129,0.0,0.0,0.0,-0.00016256844,-0.43689490390664354,0,0.052734375,0.6357421875
1.7183701480098534,[0. 5.],0.06300021,0.0,403.0478,311.27667,3.0285645,0.0,0.0,0.0,-0.00010488431,-0.43699978821747887,0,0.0263671875,0.94287109375
1.820345932006603,[0. 0.],0.06294614,0.0,402.9431,311.26376,3.2642822,0.0,0.0,0.0,-5.4069056e-05,-0.4370538572750898,0,0.01318359375,0.471435546875
1.9236198680009693,[1. 0.],0.062412787,0.0,401.9207,311.01297,3.382141,0.0,0.0,0.0,-0.0005333562,-0.43758721348734153,0,0.131591796875,0.2357177734375
2.025413474999368,[2. 3.],0.061229806,0.0,399.68802,309.83072,3.6285706,0.0,0.0,0.0,-0.0011829811,-0.4387701945525739,0,0.3157958984375,0.49285888671875
2.136047781998059,[4. 2.],0.059162166,0.0,395.7843,306.30057,3.8767853,0.0,0.0,0.0,-0.0020676395,-0.44083783406112526,0,0.65789794921875,0.496429443359375
2.2379725349892396,[4. 1.],0.05707904,0.0,391.77625,301.0172,4.0633926,0.0,0.0,0.0,-0.002083126,-0.44292095998200864,0,0.828948974609375,0.3732147216796875
2.33959164499538,[3. 2.],0.055676755,0.0,389.1394,295.2782,4.2816963,0.0,0.0,0.0,-0.0014022863,-0.44432324632600645,0,0.7894744873046875,0.43660736083984375
2.4413726440106984,[3. 3.],0.055063464,0.0,388.31647,289.17554,4.578348,0.0,0.0,0.0,-0.0006132915,-0.4449365378159558,0,0.7697372436523438,0.5933036804199219
2.5445858309976757,[0. 1.],0.055027112,0.0,388.55264,286.10568,4.789174,0.0,0.0,0.0,-3.6348443e-05,-0.4449728862596722,0,0.3848686218261719,0.42165184020996094
2.6463077639928088,[0. 1.],0.05511511,0.0,388.9256,284.61206,4.957087,0.0,0.0,0.0,8.799835e-05,-0.4448848879122781,0,0.19243431091308594,0.33582592010498047
