time,amplitude,duty_time_ms,stim_electrodes,tag
0.9614386220055167,400,100,[8499],sensory
1.283426513982704,400,100,[8499],sensory
1.5998150649829768,400,100,[8499],sensory
1.9205970510083716,400,100,[8499],sensory
2.240726394986268,400,100,[8499],sensory
2.5913722240075003,400,100,[8499],sensory
2.9581887350068428,400,100,[8499],sensory
3.310813213000074,400,100,[8499],sensory
3.6240636220027227,400,100,[8499],sensory
3.926604193984531,400,100,[8499],sensory
4.210303114989074,400,100,[8499],sensory
4.48030403899611,400,100,[8499],sensory
4.755885980994208,400,100,[8499],sensory
5.044542137999088,400,100,[8499],sensory
5.363258931989549,400,100,[8499],sensory
5.7070897390076425,400,100,[8499],sensory
6.030003661988303,400,100,[8499],sensory
6.3341353370051365,400,100,[8499],sensory
6.638778814987745,400,100,[8499],sensory
6.963879471004475,400,100,[8499],sensory
7.31512391299475,400,100,[8499],sensory
7.667127994005568,400,100,[8499],sensory
8.00023099500686,400,100,[8499],sensory
8.313485011982266,400,100,[8499],sensory
8.640620908990968,400,100,[8499],sensory
8.999469998001587,400,100,[8499],sensory
9.369763174996478,400,100,[8499],sensory
9.714194508007495,400,100,[8499],sensory
10.035306019999553,400,100,[8499],sensory
10.333157105982536,400,100,[8499],sensory
10.618329889985034,400,100,[8499],sensory
10.912832628993783,400,100,[8499],sensory
11.221419909998076,400,100,[8499],sensory
11.553597717982484,400,100,[8499],sensory
11.886781407985836,400,100,[8499],sensory
12.197941324004205,400,100,[8499],sensory
12.487776078982279,400,100,[8499],sensory
12.764013003994478,400,100,[8499],sensory
13.052763468003832,400,100,[8499],sensory
13.390899061982054,400,100,[8499],sensory
13.755655348999426,400,100,[8499],sensory
14.094251617003465,400,100,[8499],sensory
14.418750757002272,400,100,[8499],sensory
14.708597513003042,400,100,[8499],sensory
14.982573771994794,400,100,[8499],sensory
15.263942889985628,400,100,[8499],sensory
15.578967473004013,400,100,[8499],sensory
15.910831932997098,400,100,[8499],sensory
16.230111737007974,400,100,[8499],sensory
16.531204197002808,400,100,[8499],sensory
16.81525128200883,400,100,[8499],sensory
17.094744497997453,400,100,[8499],sensory
17.375819901004434,400,100,[8499],sensory
17.67109660099959,400,100,[8499],sensory
17.977998062007828,400,100,[8499],sensory
18.28541103398311,400,100,[8499],sensory
18.565825110010337,400,100,[8499],sensory
18.83462064099149,400,100,[8499],sensory
19.104347654007142,400,100,[8499],sensory
19.38894193098531,400,100,[8499],sensory
19.7052689770062,400,100,[8499],sensory
20.03365725799813,400,100,[8499],sensory
20.347505796991754,400,100,[8499],sensory
20.6362755119917,400,100,[8499],sensory
20.92128474600031,400,100,[8499],sensory
21.218424855993362,400,100,[8499],sensory
