time,amplitude,duty_time_ms,stim_electrodes,tag
1.0095973470015451,400,100,"[10237, 13571, 10810, 22129, 24541]",sensory
1.2094934539927635,400,100,"[13571, 10810]",sensory
1.224871409998741,400,100,[24541],sensory
1.3261874539894052,400,100,[24541],sensory
1.4098811660078354,400,100,"[13571, 10810]",sensory
1.509495877980953,400,100,[10237],sensory
1.5294750460016076,400,100,[24541],sensory
1.6101752870017663,400,100,"[13571, 10810]",sensory
1.6322792129940353,400,100,[24541],sensory
1.736203075008234,400,100,[24541],sensory
1.810381832998246,400,100,"[13571, 10810]",sensory
1.8375008419970982,400,100,[24541],sensory
1.9387692069867626,400,100,[24541],sensory
1.9768249449844006,400,100,[13571],sensory
2.009789011994144,400,100,[22129],sensory
2.0105884759977926,400,100,[10810],sensory
2.0409561620035674,400,100,[24541],sensory
2.1435113459883723,400,100,[24541],sensory
2.1441183380084112,400,100,[13571],sensory
2.21122092299629,400,100,[10810],sensory
2.2468330549891107,400,100,[24541],sensory
2.314705730008427,400,100,[13571],sensory
2.413310328993248,400,100,[10810],sensory
2.4506824660056736,400,100,[24541],sensory
2.4808882259821985,400,100,[13571],sensory
2.5124784779909533,400,100,"[10237, 22129]",sensory
2.5542192590073682,400,100,[24541],sensory
2.5835352769936435,400,100,[10810],sensory
2.6474226840073243,400,100,[13571],sensory
2.6557562710077036,400,100,[24541],sensory
2.7507191190088633,400,100,[10810],sensory
2.7574143359961454,400,100,[24541],sensory
2.813999056990724,400,100,[13571],sensory
2.8594067879894283,400,100,[24541],sensory
2.918170099001145,400,100,[10810],sensory
2.96296921998146,400,100,[24541],sensory
2.980865208985051,400,100,[13571],sensory
3.012332290993072,400,100,"[10237, 22129]",sensory
3.0832848889986053,400,100,[10810],sensory
3.1477002860046923,400,100,[13571],sensory
3.1675146659836173,400,100,[24541],sensory
3.2499277319875546,400,100,[10810],sensory
3.2705354189965874,400,100,[24541],sensory
3.314469062985154,400,100,[13571],sensory
3.345838315988658,400,100,[22129],sensory
3.3730467739806045,400,100,[24541],sensory
3.417111621994991,400,100,[10810],sensory
3.474294938001549,400,100,[24541],sensory
3.480899566988228,400,100,[13571],sensory
3.5122928810014855,400,100,[10237],sensory
3.5636324750084896,400,100,[10810],sensory
3.576287645002594,400,100,[24541],sensory
3.6481148120074067,400,100,[13571],sensory
3.6789116179861594,400,100,[22129],sensory
3.7052943680027965,400,100,[10810],sensory
3.7818364029808436,400,100,[24541],sensory
3.814837323006941,400,100,[13571],sensory
3.848364951001713,400,100,[10810],sensory
3.8835677600000054,400,100,[24541],sensory
3.986194937984692,400,100,"[13571, 24541]",sensory
3.9911726219870616,400,100,[10810],sensory
4.0131538519926835,400,100,"[10237, 22129]",sensory
4.089547908981331,400,100,[24541],sensory
4.138104805984767,400,100,[10810],sensory
4.153299181984039,400,100,[13571],sensory
4.191537292004796,400,100,[24541],sensory
4.280970057006925,400,100,[10810],sensory
4.293960962007986,400,100,[24541],sensory
4.320187685982091,400,100,[13571],sensory
4.34949976200005,400,100,[22129],sensory
4.396123179991264,400,100,[24541],sensory
4.424199222994503,400,100,[10810],sensory
4.491058990999591,400,100,[13571],sensory
4.498613204981666,400,100,[24541],sensory
4.512610186007805,400,100,[10237],sensory
4.56668738098233,400,100,[10810],sensory
4.603010895982152,400,100,[24541],sensory
4.657317206991138,400,100,[13571],sensory
4.682152510999003,400,100,[22129],sensory
4.692487453983631,400,100,[10810],sensory
4.703562367008999,400,100,[24541],sensory
4.805347019981127,400,100,[24541],sensory
4.818276417005109,400,100,[10810],sensory
4.82369305199245,400,100,[13571],sensory
4.908231306006201,400,100,[24541],sensory
4.944441006984562,400,100,[10810],sensory
4.990673104999587,400,100,[13571],sensory
5.010446058004163,400,100,[24541],sensory
5.0128380579990335,400,100,[10237],sensory
5.01551797700813,400,100,[22129],sensory
5.069739305006806,400,100,[10810],sensory
5.112384481995832,400,100,[24541],sensory
5.157962701981887,400,100,[13571],sensory
5.198131960991304,400,100,[10810],sensory
5.214841423992766,400,100,[24541],sensory
5.317297637986485,400,100,[24541],sensory
5.322621111990884,400,100,[10810],sensory
5.323349544982193,400,100,[13571],sensory
5.34986016098992,400,100,[22129],sensory
5.422212857985869,400,100,[24541],sensory
5.44787258998258,400,100,[10810],sensory
5.49024611900677,400,100,[13571],sensory
5.51432289800141,400,100,[10237],sensory
5.5231295859848615,400,100,[24541],sensory
5.573135572980391,400,100,[10810],sensory
5.626648934994591,400,100,[24541],sensory
5.68230722998851,400,100,[22129],sensory
5.683519772981526,400,100,[10810],sensory
5.693645592982648,400,100,[13571],sensory
5.727686362981331,400,100,[24541],sensory
5.795855920994654,400,100,[10810],sensory
5.830376925005112,400,100,[24541],sensory
5.893688855983783,400,100,[13571],sensory
5.910569319996284,400,100,[10810],sensory
5.933834819996264,400,100,[24541],sensory
6.0159349409805145,400,100,[22129],sensory
6.022090590995504,400,100,[10810],sensory
6.035808162996545,400,100,[24541],sensory
6.096359201997984,400,100,[13571],sensory
6.13514224399114,400,100,[10810],sensory
6.1384689009864815,400,100,[24541],sensory
6.239776842005085,400,100,[24541],sensory
6.246161669987487,400,100,[10810],sensory
6.296819812996546,400,100,[13571],sensory
6.342424637987278,400,100,[22129],sensory
6.360345325985691,400,100,[10810],sensory
6.443656899995403,400,100,[24541],sensory
6.470485914993333,400,100,[10810],sensory
6.500053701980505,400,100,[13571],sensory
6.514268512983108,400,100,[10237],sensory
6.54668655898422,400,100,[24541],sensory
6.583875317999627,400,100,[10810],sensory
6.5926561880041845,400,100,[22129],sensory
6.648471016000258,400,100,[24541],sensory
6.69399058399722,400,100,[10810],sensory
6.701731493987609,400,100,[13571],sensory
