,channel,electrode,x,y,orig_channel,mean_amp,spike_count,spike_amp_product
0,0,14102,385.0,1120.0,0,0.5091503143310547,0.7798211907044155,2.686017709404641
1,1,16860,2450.0,1330.0,1,0.5269614219665527,0.9094612016541609,2.9156735916678
2,2,9703,402.5,770.0,2,0.5153406620025635,0.6733743186700787,2.535732147831606
3,3,17296,2380.0,1365.0,3,0.36337237358093266,0.19442837844941122,1.6284506533989982
4,4,15866,455.0,1260.0,4,0.8320428848266602,0.530872062053734,2.8046232688654613
5,5,16856,2380.0,1330.0,5,0.46935563087463383,0.7949750572782245,2.6374567076912774
6,6,13216,280.0,1050.0,6,0.37841448783874515,0.19442837844941122,1.646417381540408
7,7,16853,2327.5,1330.0,7,0.48908786773681645,0.8854318504671269,2.8075736939751743
8,8,12774,245.0,1015.0,8,0.5462948322296143,0.92279181456854,2.973203046320736
9,9,17077,2397.5,1347.5,9,0.38752639293670654,0.3349429792895339,1.8522686168297877
10,10,11464,420.0,910.0,10,0.47063422203063965,0.7518390078377956,2.5763143964144644
11,11,16191,2292.5,1277.5,11,0.4673989295959473,0.5408853177158482,2.2610934658463466
12,12,12563,402.5,997.5,12,0.4218036651611328,0.5921341679121306,2.2637021953657377
13,13,16641,2467.5,1312.5,13,0.36004195213317874,0.2840582260703279,1.7463730564373554
14,14,13881,367.5,1102.5,14,0.46190686225891114,0.5207667082368198,2.2232192866663025
15,15,16414,2345.0,1295.0,15,0.5265491008758545,0.432907520671634,2.1874036873195326
16,16,15434,595.0,1225.0,16,0.8807357788085938,0.8652076268478032,3.507962718719332
17,17,16631,2292.5,1312.5,17,0.4328018665313721,0.5488533794997182,2.2192000131306195
18,18,12994,245.0,1032.5,18,0.5290168762207031,0.8222999997069368,2.7863274530888886
19,19,12897,2397.5,1015.0,19,0.37665998935699463,0.1106926336270277,1.5290461091878764
20,20,12555,262.5,997.5,20,0.4396721363067627,0.9127290022408643,2.7537026488320078
21,21,15973,2327.5,1260.0,21,0.38634512424469,0.41677624158376136,1.9641408346653648
22,22,9918,315.0,787.5,22,0.3695871353149414,0.04898227069105004,1.4366726231119178
23,23,20330,1575.0,1610.0,23,0.32177956104278566,0.16747148964476694,1.543139953112627
24,24,12113,227.5,962.5,24,0.38305819034576416,0.4884213898031276,2.058573393853041
25,25,14217,2397.5,1120.0,25,0.45512328147888187,0.41484331804654917,2.058771451734364
26,26,14100,350.0,1120.0,26,0.5460937976837158,0.866373033761644,2.8855877716630185
27,27,16192,2310.0,1277.5,27,0.4634917259216309,0.7802951228297237,2.605447181959934
28,28,16316,630.0,1295.0,28,0.4459550380706787,0.1327180155134335,1.6378593212450705
29,29,12459,2432.5,980.0,29,0.34193513393402103,0.45437232083842816,1.9516733151542491
30,30,10583,402.5,840.0,30,0.3805101394653321,0.3588413466599252,1.875894256988753
31,31,16415,2362.5,1295.0,31,0.5378762245178222,0.602045314580083,2.463747399892885
32,32,12117,297.5,962.5,32,0.44301576614379884,0.674060063995626,2.4156950658173852
33,33,16120,1050.0,1277.5,33,0.4981367111206055,0.04898227069105004,1.5715188490369145
34,34,13655,262.5,1085.0,34,0.39291172027587895,0.4223960987621313,1.9812721968404594
35,35,17750,2625.0,1400.0,35,0.4451940536499024,0.216453760335817,1.758011740977386
36,36,11675,262.5,927.5,36,0.3720831155776978,0.5947990953251368,2.1881969114342077
37,37,17073,2327.5,1347.5,37,0.41379876136779786,0.6286707761705365,2.302612726025834
38,38,10798,315.0,857.5,38,0.34289748668670655,0.4456356129165616,1.9413404312504472
39,39,15680,1050.0,1242.5,39,,,
40,40,9269,507.5,735.0,40,0.5780638694763184,0.851008102900554,2.9210090092952674
41,41,13775,2362.5,1085.0,41,0.461288595199585,0.505213168862239,2.199550837002617
42,42,10802,385.0,857.5,42,0.40769619941711427,0.3051210120764389,1.8372138884794207
43,43,16634,2345.0,1312.5,43,0.5937487125396729,0.9136421694118726,3.0498647437617983
44,44,16730,175.0,1330.0,44,0.375070595741272,0.1106926336270277,1.5272807814069593
45,45,16100,700.0,1277.5,45,0.4446690082550049,0.4471363172313507,2.0906329882244155
46,46,14116,630.0,1120.0,46,0.4054265022277832,0.7742827111941953,2.493623944756886
47,47,16857,2397.5,1330.0,47,0.5463116645812989,0.3098590759688752,2.0254503681283533
48,48,11018,315.0,875.0,48,0.41067066192626955,0.7182373915765573,2.4238670785217686
49,49,14655,2362.5,1155.0,49,0.5050800800323486,0.7370852641446453,2.6144524283818362
50,50,11455,262.5,910.0,50,0.4382796287536621,0.6242773776867923,2.3361650637723312
51,51,17310,2625.0,1365.0,51,0.46572351455688477,0.6016308882944031,2.3475480546137377
52,52,14321,367.5,1137.5,52,0.3578354358673096,0.35248171286602903,1.8364475960920097
53,53,13337,2397.5,1050.0,53,0.4202760696411133,0.1106926336270277,1.5774901682671318
54,54,11240,350.0,892.5,54,0.32679538726806645,0.20594233842631432,1.6000387319352993
55,55,19891,1592.5,1575.0,55,,,
56,56,11022,385.0,875.0,56,0.4387321472167969,0.27196762946731057,1.8300207187337627
57,57,16639,2432.5,1312.5,57,0.47364530563354496,0.4456356129165616,2.1303541346311636
58,58,11463,402.5,910.0,58,0.40449151992797855,0.4046856449807441,1.9728690765400183
59,59,17295,2362.5,1365.0,59,0.3626253366470337,0.35248171286602903,1.8429258493030296
60,60,10799,332.5,857.5,60,0.5064122200012208,0.8916481532646537,2.849601894020617
61,61,17311,2642.5,1365.0,61,0.3960685968399048,0.4046856449807441,1.961037517389424
62,62,11674,245.0,927.5,62,0.4033247470855713,0.3588413466599252,1.9068956891309565
63,63,19080,2800.0,1505.0,63,0.4161726951599121,0.04898227069105004,1.4855400494595088
64,64,9927,472.5,787.5,64,0.47242078781127933,0.3618998680941782,2.005289676699307
