time,motor_spikes,food_signal,spike_signal,agent_pos_x,agent_pos_y,agent_dir,food_got,spike_hit,is_contacting_wall,food_signal_grad,reward,episode,moving_speed,turning_speed
0.7459275459987111,[0. 0. 0.],0.07221779,0.0,400.0,300.0,0.0,0.0,0.0,0.0,0.07221779,-0.42778220790351396,0,0.0,0.0
0.8655414019885939,[0. 0. 0.],0.07221779,0.0,400.0,300.0,0.0,0.0,0.0,0.0,0.0,-0.42778220790351396,0,0.0,0.0
0.9672279880032875,[1. 0. 1.],0.07023113,0.0,402.62973,299.55762,-0.16666667,0.0,0.0,0.0,-0.0019866582,-0.429768866066649,0,0.3333333333333333,-0.3333333333333333
1.0689648060069885,[11.  1.  0.],0.06483523,0.0,410.62973,299.55762,0.0,0.0,0.0,0.0,-0.005395906,-0.4351647720686772,0,1,0.3333333333333333
1.1734786730085034,[96.  0. 45.],0.060250524,0.0,417.6504,295.7222,-0.5,0.0,0.0,0.0,-0.0045847036,-0.4397494758054199,0,1,-1
1.2762455170159228,[0. 0. 0.],0.060250524,0.0,417.6504,295.7222,-0.5,0.0,0.0,0.0,0.0,-0.4397494758054199,0,0.0,0.0
1.3794515510089695,[5. 0. 2.],0.056794267,0.0,423.02966,289.80078,-0.8333333,0.0,0.0,0.0,-0.0034562564,-0.44320573215381587,0,1,-0.6666666666666666
1.4819114310084842,[29.  0.  1.],0.0540284,0.0,427.35208,283.06903,-1.0,0.0,0.0,0.0,-0.0027658683,-0.4459716004654023,0,1,-0.3333333333333333
1.5855715780053288,[11.  0.  1.],0.051876154,0.0,430.49783,275.71347,-1.1666666,0.0,0.0,0.0,-0.0021522446,-0.44812384494315616,0,1,-0.3333333333333333
1.6877407009887975,[48.  0. 16.],0.05135401,0.0,429.73206,267.7502,-1.6666666,0.0,0.0,0.0,-0.0005221446,-0.4486459895557102,0,1,-1
1.789544224011479,[28.  0. 21.],0.052470684,0.0,425.24222,261.1289,-2.1666667,0.0,0.0,0.0,0.0011166726,-0.44752931685306274,0,1,-1
1.8918136759893969,[0. 1. 0.],0.052470684,0.0,425.24222,261.1289,-2.0,0.0,0.0,0.0,0.0,-0.44752931685306274,0,0.0,0.3333333333333333
1.9938442679995205,[8. 0. 3.],0.054627962,0.0,418.83307,256.34113,-2.5,0.0,0.0,0.0,0.002157278,-0.4453720389411649,0,1,-1.0
2.095515939989127,[0. 0. 0.],0.054627962,0.0,418.83307,256.34113,-2.5,0.0,0.0,0.0,0.0,-0.4453720389411649,0,0.0,0.0
2.19793970300816,[39.  0.  1.],0.05734407,0.0,411.71844,252.68295,-2.6666667,0.0,0.0,0.0,0.0027161115,-0.4426559274936179,0,1,-0.3333333333333333
2.3007210259966087,[45.  0. 25.],0.061394237,0.0,403.72098,252.88353,-3.1666667,0.0,0.0,0.0,0.0040501654,-0.4386057620006964,0,1,-1
2.402678943006322,[4. 0. 1.],0.06608441,0.0,395.86758,254.40808,-3.3333333,0.0,0.0,0.0,0.00469017,-0.4339155921004225,0,1,-0.3333333333333333
2.5051797759952024,[0. 0. 0.],0.06608441,0.0,395.86758,254.40808,-3.3333333,0.0,0.0,0.0,0.0,-0.4339155921004225,0,0.0,0.0
2.6078233899897896,[12.  0.  5.],0.07117308,0.0,389.70648,259.5111,-3.8333333,0.0,0.0,0.0,0.0050886744,-0.42882691772986004,0,1,-1
2.7103172990027815,[0. 0. 0.],0.07117308,0.0,389.70648,259.5111,-3.8333333,0.0,0.0,0.0,0.0,-0.42882691772986004,0,0.0,0.0
2.8126792300026864,[18.  0.  1.],0.07650303,0.0,384.47733,265.56552,-4.0,0.0,0.0,0.0,0.0053299507,-0.42349696694656286,0,1,-0.3333333333333333
2.9150597150146496,[62.  0. 43.],0.080097154,0.0,382.79095,273.38577,-4.5,0.0,0.0,0.0,0.0035941233,-0.4199028436829144,0,1,-1
3.0177465630113147,[7. 0. 2.],0.08154178,0.0,383.75616,281.32733,-4.8333335,0.0,0.0,0.0,0.0014446239,-0.4184582197965736,0,1,-0.6666666666666666
3.1196837819879875,[0. 0. 0.],0.08154178,0.0,383.75616,281.32733,-4.8333335,0.0,0.0,0.0,0.0,-0.4184582197965736,0,0.0,0.0
3.2224212260043714,[12.  0.  4.],0.07922149,0.0,388.41058,287.83395,-5.3333335,0.0,0.0,0.0,-0.0023202957,-0.42077851544068057,0,1,-1
3.3243735269934405,[0. 0. 0.],0.07922149,0.0,388.41058,287.83395,-5.3333335,0.0,0.0,0.0,0.0,-0.42077851544068057,0,0.0,0.0
3.426455578999594,[16.  1.  2.],0.075747885,0.0,394.07996,293.47827,-5.5,0.0,0.0,0.0,-0.0034735978,-0.4242521131770609,0,1,-0.3333333333333333
3.52867595499265,[39.  0.  7.],0.070326105,0.0,401.76132,295.7136,-6.0,0.0,0.0,0.0,-0.0054217787,-0.4296738916190187,0,1,-1
