time,amplitude,duty_time_ms,stim_electrodes,tag
1.8886848549882416,400,100,"[6058, 21195, 23383, 25810, 11781]",sensory
2.0764297409914434,400,100,"[21195, 23383, 25810]",sensory
2.1094636839989107,400,100,"[21195, 23383, 25810]",sensory
2.1431358430127148,400,100,"[21195, 23383, 25810]",sensory
2.178622297011316,400,100,"[21195, 23383, 25810]",sensory
2.212566395988688,400,100,"[21195, 23383, 25810]",sensory
2.2457034520048182,400,100,"[21195, 23383, 25810]",sensory
2.282385966012953,400,100,"[21195, 23383, 25810]",sensory
2.3150813459942583,400,100,"[21195, 23383, 25810]",sensory
2.350002293009311,400,100,"[21195, 23383, 25810]",sensory
2.385029397002654,400,100,"[21195, 23383, 25810]",sensory
2.409607181994943,400,100,[25810],sensory
2.4179325469885953,400,100,"[21195, 23383]",sensory
2.4346900839882437,400,100,[25810],sensory
2.4513872069946956,400,100,"[21195, 23383]",sensory
2.459523317986168,400,100,[25810],sensory
2.488137618987821,400,100,"[21195, 23383, 25810]",sensory
2.5123005879868288,400,100,[25810],sensory
2.5219315649883356,400,100,"[21195, 23383]",sensory
2.537412793986732,400,100,[25810],sensory
2.5542241520015523,400,100,"[21195, 23383]",sensory
2.562206814007368,400,100,[25810],sensory
2.5900237319874577,400,100,"[21195, 23383, 25810]",sensory
2.6147725069895387,400,100,[25810],sensory
2.624711793003371,400,100,"[21195, 23383]",sensory
2.6394868289935403,400,100,[25810],sensory
2.6566138780035544,400,100,"[21195, 23383]",sensory
2.665007659990806,400,100,[25810],sensory
2.6923652589903213,400,100,"[21195, 23383, 25810]",sensory
2.716867081995588,400,100,[25810],sensory
2.725368694984354,400,100,"[21195, 23383]",sensory
2.74195996200433,400,100,[25810],sensory
2.7589711739856284,400,100,"[21195, 23383]",sensory
2.766812341986224,400,100,[25810],sensory
2.7949378179910127,400,100,"[21195, 23383, 25810]",sensory
2.8192570180108305,400,100,[25810],sensory
2.8278769239841495,400,100,"[21195, 23383]",sensory
2.8449888140021358,400,100,[25810],sensory
2.861360990005778,400,100,"[21195, 23383]",sensory
2.869449641002575,400,100,[25810],sensory
2.896957271004794,400,100,"[21195, 23383]",sensory
2.9026892700057942,400,100,[25810],sensory
2.930641151004238,400,100,"[21195, 23383]",sensory
2.93615680601215,400,100,[25810],sensory
2.9639708189934026,400,100,"[21195, 23383]",sensory
2.96944694899139,400,100,[25810],sensory
3.028503623994766,400,100,"[21195, 23383, 25810]",sensory
3.0615276290045585,400,100,"[21195, 23383, 25810]",sensory
3.0946366240095813,400,100,"[21195, 23383, 25810]",sensory
3.114101048995508,400,100,[6058],sensory
3.130714867002098,400,100,"[21195, 23383, 25810]",sensory
3.1640880570048466,400,100,"[21195, 23383, 25810]",sensory
3.19764178499463,400,100,"[21195, 23383, 25810]",sensory
3.2342618409893475,400,100,"[21195, 23383, 25810]",sensory
3.26721243900829,400,100,"[21195, 23383, 25810]",sensory
3.3010972870106343,400,100,"[21195, 23383, 25810]",sensory
3.350892455986468,400,100,"[21195, 23383, 25810]",sensory
3.385773647984024,400,100,"[21195, 23383, 25810]",sensory
3.4173424410109874,400,100,"[21195, 23383, 25810]",sensory
3.4535621989925858,400,100,"[21195, 23383, 25810]",sensory
3.4868477529962547,400,100,"[21195, 23383, 25810]",sensory
3.520498592988588,400,100,"[21195, 23383, 25810]",sensory
3.5588649490091484,400,100,"[21195, 23383, 25810]",sensory
3.5916596059978474,400,100,"[21195, 23383, 25810]",sensory
3.6257610989850946,400,100,"[21195, 23383, 25810]",sensory
3.6675686860107817,400,100,"[21195, 23383, 25810]",sensory
3.705470762011828,400,100,"[21195, 23383, 25810]",sensory
3.7395487120084,400,100,"[21195, 23383, 25810]",sensory
3.771491433988558,400,100,"[21195, 23383, 25810]",sensory
3.805206763005117,400,100,"[21195, 23383, 25810]",sensory
3.8417021769855637,400,100,"[21195, 23383, 25810]",sensory
3.875060508988099,400,100,"[21195, 23383, 25810]",sensory
3.9092159130086657,400,100,"[21195, 23383, 25810]",sensory
3.9422375340072904,400,100,"[21195, 23383, 25810]",sensory
3.977382420009235,400,100,"[21195, 23383, 25810]",sensory
4.010671531985281,400,100,"[21195, 23383, 25810]",sensory
4.04478904500138,400,100,"[21195, 23383, 25810]",sensory
4.080656075006118,400,100,"[21195, 23383, 25810]",sensory
4.1143834269896615,400,100,"[21195, 23383, 25810]",sensory
4.14807551499689,400,100,"[21195, 23383, 25810]",sensory
4.19782450699131,400,100,"[21195, 23383, 25810]",sensory
4.230972515011672,400,100,"[21195, 23383, 25810]",sensory
4.264784436993068,400,100,"[21195, 23383, 25810]",sensory
4.317305348988157,400,100,"[21195, 23383, 25810]",sensory
4.319959787011612,400,100,[6058],sensory
4.35090683598537,400,100,"[21195, 23383, 25810]",sensory
4.384449893987039,400,100,"[21195, 23383, 25810]",sensory
4.4227373840112705,400,100,"[21195, 23383, 25810]",sensory
4.454101092007477,400,100,"[21195, 23383, 25810]",sensory
4.488337797985878,400,100,"[21195, 23383, 25810]",sensory
4.523801361996448,400,100,"[21195, 23383, 25810]",sensory
4.557155836984748,400,100,"[21195, 23383, 25810]",sensory
4.590837524010567,400,100,"[21195, 23383, 25810]",sensory
4.63663311698474,400,100,"[21195, 23383, 25810]",sensory
4.670822985004634,400,100,"[21195, 23383, 25810]",sensory
4.703701610007556,400,100,"[21195, 23383, 25810]",sensory
4.73854448099155,400,100,"[21195, 23383]",sensory
4.773770349012921,400,100,"[21195, 23383]",sensory
4.803104547987459,400,100,[25810],sensory
4.807335557998158,400,100,"[21195, 23383]",sensory
4.853930898010731,400,100,"[21195, 23383, 25810]",sensory
4.894782426010352,400,100,"[21195, 23383, 25810]",sensory
4.930191297986312,400,100,"[21195, 23383, 25810]",sensory
4.961312812985852,400,100,"[21195, 23383, 25810]",sensory
4.994199240987655,400,100,"[21195, 23383, 25810]",sensory
5.031273099011742,400,100,"[21195, 23383, 25810]",sensory
5.063536191999447,400,100,"[21195, 23383, 25810]",sensory
5.0965839230048005,400,100,"[21195, 23383, 25810]",sensory
5.130130367993843,400,100,"[21195, 23383, 25810]",sensory
5.171383589011384,400,100,"[21195, 23383, 25810]",sensory
5.203809445985826,400,100,"[21195, 23383, 25810]",sensory
5.237133234011708,400,100,"[21195, 23383, 25810]",sensory
5.27610819999245,400,100,"[21195, 23383, 25810]",sensory
5.309793525986606,400,100,"[21195, 23383, 25810]",sensory
5.343103427992901,400,100,"[21195, 23383, 25810]",sensory
5.379100349004148,400,100,"[21195, 23383, 25810]",sensory
5.411123130994383,400,100,"[21195, 23383, 25810]",sensory
5.446274009998888,400,100,"[21195, 23383, 25810]",sensory
5.482587214006344,400,100,"[21195, 23383, 25810]",sensory
5.4856223259994294,400,100,[6058],sensory
5.516651568992529,400,100,"[21195, 23383, 25810]",sensory
5.549714808992576,400,100,"[21195, 23383, 25810]",sensory
5.587763971998356,400,100,"[21195, 23383, 25810]",sensory
5.620892184000695,400,100,"[21195, 23383, 25810]",sensory
5.653702671988867,400,100,"[21195, 23383, 25810]",sensory
5.689105502009625,400,100,"[21195, 23383, 25810]",sensory
5.723368907987606,400,100,"[21195, 23383, 25810]",sensory
5.761252731987042,400,100,"[21195, 23383, 25810]",sensory
5.792967588000465,400,100,"[21195, 23383, 25810]",sensory
5.827352933993097,400,100,"[21195, 23383, 25810]",sensory
5.860030012001516,400,100,"[21195, 23383, 25810]",sensory
5.895124283008045,400,100,"[21195, 23383, 25810]",sensory
5.928096213989193,400,100,"[21195, 23383, 25810]",sensory
